Invoice_ID,Sale_Date,State,City,Salesperson,Customer_Type,Brand,Model,Segment,Fuel_Type,Transmission,ExShowroom_Price,RTO,Insurance,Accessories,Discount,Final_Sale_Price,Cost_Price,Profit,Profit_Margin_%
INV1023,2024-07-11,Delhi,New Delhi,Ekapad Vala,Individual,Honda,City,Sedan,Petrol,Manual,1604888,154592.06,41498.76,31053,60219,1771812.82,1388501.4,383311.41,21.63
INV1024,2026-01-06,Delhi,New Delhi,Irya Ramanathan,Individual,Maruti Suzuki,Swift,Hatchback,Electric,Manual,724285,72373.9,27201.21,30568,12569,841859.12,664837.08,177022.03,21.03
INV1025,2024-06-13,Maharashtra,Mumbai,Xalak Dubey,Corporate,Maruti Suzuki,Brezza,SUV,Petrol,Automatic,994343,90232.29,34638.3,21783,69951,1071045.59,861704.51,209341.08,19.55
INV1026,2024-08-02,Maharashtra,Pune,Kabir Dutta,Government,Toyota,Innova Crysta,MPV,Diesel,Automatic,2549009,252253.38,91381.45,46782,10504,2928921.83,2350893.02,578028.82,19.74
INV1027,2024-12-16,Maharashtra,Nagpur,Madhav Raman,Individual,Toyota,Innova Crysta,MPV,Diesel,Automatic,2118542,210585.99,77826.49,41677,41883,2406748.48,1832981.35,573767.13,23.84
INV1028,2024-08-27,Maharashtra,Mumbai,Jack Lanka,Government,MG,Hector,SUV,Diesel,Manual,1965696,228636.48,71849.49,41225,30114,2277292.97,1788738.15,488554.82,21.45
INV1029,2026-01-25,Maharashtra,Nagpur,Udyati Agate,Individual,Hyundai,Creta,SUV,Electric,Manual,1135215,106664.66,39906.67,13273,16597,1278462.33,1054412.55,224049.78,17.52
INV1030,2024-05-25,Maharashtra,Mumbai,Dayamai Ghosh,Corporate,Kia,Seltos,SUV,Electric,Automatic,1838289,161545.87,66959.52,13617,16265,2064146.39,1726499.52,337646.87,16.36
INV1031,2024-04-11,Karnataka,Bangalore,Atharv Samra,Government,Maruti Suzuki,Baleno,Hatchback,Diesel,Automatic,969860,115739.46,25309.0,28096,13931,1125073.45,841200.14,283873.32,25.23
INV1032,2026-01-28,Delhi,New Delhi,Chameli Bawa,Corporate,Hyundai,i20,Hatchback,Petrol,Automatic,855471,75954.22,24513.41,43374,38400,960912.64,786537.65,174374.99,18.15
INV1033,2025-06-06,Madhya Pradesh,Indore,Chakrika Thakkar,Government,Mahindra,Scorpio-N,SUV,Diesel,Automatic,1518720,132946.76,51786.36,8254,54933,1656774.11,1424276.19,232497.93,14.03
INV1034,2024-10-24,Delhi,New Delhi,Ekansh Datta,Individual,Mahindra,XUV700,SUV,CNG,Manual,1710043,195003.34,63309.68,7109,66671,1908794.02,1507523.15,401270.87,21.02
INV1035,2025-07-22,Maharashtra,Nagpur,Farhan Taneja,Government,Hyundai,i20,Hatchback,Diesel,Automatic,891517,81183.77,23954.99,29320,11755,1014220.76,770447.39,243773.37,24.04
INV1036,2024-09-15,Madhya Pradesh,Jabalpur,Samarth Goswami,Corporate,Hyundai,Creta,SUV,Petrol,Manual,1294950,142625.41,42228.17,19562,68913,1430452.58,1182758.92,247693.66,17.32
INV1037,2024-07-02,Maharashtra,Mumbai,Fitan Bassi,Individual,Toyota,Innova Crysta,MPV,Diesel,Automatic,2592752,259396.76,88095.64,15655,13695,2942204.4,2242531.95,699672.45,23.78
INV1038,2025-07-02,Karnataka,Mysore,Jagvi Bansal,Corporate,Toyota,Innova Crysta,MPV,Diesel,Manual,2090862,211858.51,68748.34,31230,46462,2356236.85,1891175.9,465060.96,19.74
INV1039,2024-09-19,Delhi,New Delhi,Tristan Guha,Government,Hyundai,Creta,SUV,Petrol,Automatic,1627461,148598.52,52947.2,19672,35639,1813039.71,1494899.7,318140.02,17.55
INV1040,2024-12-05,Delhi,New Delhi,Balveer Sarkar,Individual,Tata,Punch,Hatchback,Petrol,Automatic,908351,96215.51,36313.28,36673,22911,1054641.79,847467.25,207174.53,19.64
INV1041,2024-09-01,Karnataka,Mysore,Balendra Ganguly,Individual,Honda,City,Sedan,Petrol,Automatic,1575952,180713.4,61364.41,7263,40519,1784773.81,1476207.42,308566.39,17.29
INV1042,2025-10-30,Madhya Pradesh,Indore,Girindra Loyal,Government,Honda,City,Sedan,CNG,Automatic,1249569,126100.46,35322.44,39890,54848,1396033.9,1135281.26,260752.64,18.68
INV1043,2025-01-23,Maharashtra,Mumbai,Joshua Batta,Individual,Mahindra,XUV700,SUV,Diesel,Manual,2475986,236093.16,84024.97,14483,57591,2752996.13,2280600.46,472395.67,17.16
INV1044,2024-11-15,Maharashtra,Pune,Viraj Sharma,Corporate,Kia,Seltos,SUV,Petrol,Automatic,1795890,204063.65,58822.82,17940,11436,2065280.47,1557250.71,508029.76,24.6
INV1045,2025-04-27,Karnataka,Mysore,Elijah Deshmukh,Individual,MG,Hector,SUV,Electric,Manual,2186243,192587.19,63481.95,48359,47523,2443148.14,1955759.75,487388.39,19.95
INV1046,2026-01-09,Karnataka,Mysore,Chandresh Raval,Government,Mahindra,Scorpio-N,SUV,Diesel,Automatic,2153867,241315.4,77058.26,14067,38770,2447537.65,1854027.18,593510.47,24.25
INV1047,2025-08-13,Maharashtra,Nagpur,Damini Khalsa,Government,Hyundai,i20,Hatchback,Diesel,Automatic,943125,100264.01,25068.59,12365,50175,1030647.6,828227.77,202419.84,19.64
INV1048,2024-06-25,Delhi,New Delhi,Yashica Dua,Government,Maruti Suzuki,Baleno,Hatchback,CNG,Manual,857192,83482.42,22590.34,30624,33745,960143.77,797727.91,162415.86,16.92
INV1049,2026-01-07,Maharashtra,Nagpur,Aashi Vyas,Individual,Toyota,Innova Crysta,MPV,CNG,Manual,2492576,224410.35,84176.82,45219,15428,2830954.17,2155705.32,675248.85,23.85
INV1050,2025-04-23,Delhi,New Delhi,Caleb Choudhary,Corporate,Tata,Punch,Hatchback,CNG,Manual,717516,73666.12,25715.58,45143,14531,847509.7,673982.24,173527.46,20.47
INV1051,2026-01-12,Maharashtra,Pune,Riya Sha,Government,Toyota,Innova Crysta,MPV,Electric,Automatic,2204638,215003.99,85901.98,29028,52583,2481988.97,1979300.12,502688.85,20.25
INV1052,2025-12-21,Delhi,New Delhi,Akshay Lad,Corporate,Kia,Seltos,SUV,CNG,Manual,1212511,100578.89,47653.34,25467,50583,1335627.23,1104718.24,230908.99,17.29
INV1053,2025-03-07,Delhi,New Delhi,Max More,Individual,Toyota,Innova Crysta,MPV,Electric,Automatic,2068562,222686.82,76846.28,8230,41634,2334691.1,1906230.75,428460.34,18.35
INV1054,2024-02-22,Delhi,New Delhi,Samarth Trivedi,Individual,Maruti Suzuki,Brezza,SUV,CNG,Automatic,1273067,143334.47,32602.39,39227,51948,1436282.85,1133552.77,302730.08,21.08
INV1055,2024-06-05,Maharashtra,Pune,Divya Mody,Government,Maruti Suzuki,Brezza,SUV,CNG,Manual,921694,74251.2,23201.23,47326,27438,1039034.43,839467.15,199567.28,19.21
INV1056,2025-11-24,Delhi,New Delhi,Hema Narayanan,Corporate,Kia,Seltos,SUV,CNG,Automatic,1549884,128924.86,44199.06,24824,58732,1689099.92,1365295.43,323804.49,19.17
INV1057,2025-09-30,Madhya Pradesh,Bhopal,Yoshita Kanda,Corporate,Maruti Suzuki,Swift,Hatchback,CNG,Manual,811696,79963.37,23276.1,10197,22804,902328.47,722821.79,179506.68,19.89
INV1058,2025-10-24,Madhya Pradesh,Indore,Ekani Ganesh,Individual,Maruti Suzuki,Brezza,SUV,CNG,Automatic,949462,100505.47,31581.7,31388,52230,1060707.17,872583.03,188124.14,17.74
INV1059,2024-04-08,Karnataka,Bangalore,Rajata Parmar,Individual,Maruti Suzuki,Swift,Hatchback,Petrol,Manual,860179,85682.96,23709.77,18296,12516,975351.73,796022.93,179328.8,18.39
INV1060,2025-10-14,Karnataka,Bangalore,Onveer Lall,Government,Mahindra,XUV700,SUV,CNG,Automatic,2133530,178720.46,59284.5,43239,44798,2369975.95,1930107.17,439868.79,18.56
INV1061,2025-02-03,Madhya Pradesh,Jabalpur,Orinder Kannan,Individual,Tata,Punch,Hatchback,CNG,Manual,643321,53815.39,19697.21,23196,29368,710661.6,584859.11,125802.49,17.7
INV1062,2025-12-24,Karnataka,Bangalore,Harish Mammen,Government,Kia,Seltos,SUV,Diesel,Manual,1595161,130590.21,48204.63,38573,20908,1791620.83,1481076.17,310544.66,17.33
INV1063,2025-10-16,Karnataka,Mysore,Omkaar Joshi,Government,Mahindra,XUV700,SUV,Electric,Manual,1863978,203583.28,49173.75,43087,11748,2148074.03,1612288.6,535785.42,24.94
INV1064,2024-02-20,Karnataka,Bangalore,Tanmayi Walla,Government,MG,Hector,SUV,CNG,Automatic,2098182,222744.2,70729.87,24108,35325,2380439.07,1953424.09,427014.98,17.94
INV1065,2025-06-13,Delhi,New Delhi,Luke Ghosh,Government,Mahindra,XUV700,SUV,CNG,Automatic,2052992,199245.74,73176.29,38518,65325,2298607.03,1922861.45,375745.58,16.35
INV1066,2026-01-14,Madhya Pradesh,Indore,Shravya Master,Individual,MG,Hector,SUV,Diesel,Automatic,1712142,160285.78,57522.0,28531,26077,1932403.78,1586856.29,345547.48,17.88
INV1067,2024-06-25,Maharashtra,Mumbai,Rachit Gulati,Individual,Honda,City,Sedan,Diesel,Automatic,1597078,145984.32,48277.39,44311,13420,1822230.71,1483220.69,339010.02,18.6
INV1068,2025-07-08,Madhya Pradesh,Indore,Mitesh Cherian,Corporate,Tata,Punch,Hatchback,Electric,Automatic,936341,85759.96,35885.86,21356,61191,1018151.81,855723.08,162428.73,15.95
INV1069,2024-04-05,Delhi,New Delhi,Udyati Oommen,Individual,Hyundai,i20,Hatchback,Petrol,Manual,975169,90763.35,33693.85,15247,32282,1082591.2,864421.41,218169.79,20.15
INV1070,2024-12-01,Madhya Pradesh,Indore,Lekha Karan,Corporate,Tata,Nexon,SUV,CNG,Automatic,1446760,137827.83,44378.99,25340,46992,1607314.82,1326312.11,281002.71,17.48
INV1071,2025-06-07,Delhi,New Delhi,Yashica Kapur,Government,Mahindra,XUV700,SUV,Electric,Automatic,1892865,193420.56,67018.67,39961,12686,2180579.23,1759806.95,420772.28,19.3
INV1072,2024-08-16,Madhya Pradesh,Indore,Daniel Banik,Individual,Maruti Suzuki,Baleno,Hatchback,Petrol,Automatic,949537,102018.51,24681.54,40508,25010,1091735.05,873214.31,218520.74,20.02
INV1073,2025-11-27,Maharashtra,Nagpur,Vaishnavi Krish,Government,Mahindra,Scorpio-N,SUV,Petrol,Manual,2233610,260238.07,66703.02,27376,43349,2544578.1,2062462.91,482115.18,18.95
INV1074,2025-07-05,Madhya Pradesh,Indore,Varenya Varghese,Individual,Honda,City,Sedan,CNG,Automatic,1194680,110923.77,42512.37,49317,33513,1363920.14,1068717.99,295202.14,21.64
INV1075,2024-02-29,Delhi,New Delhi,Alka Comar,Government,MG,Hector,SUV,Petrol,Manual,2022746,208530.62,70452.43,32723,65163,2269289.05,1749470.07,519818.98,22.91
INV1076,2025-03-17,Karnataka,Mysore,Nakul Kota,Government,Honda,City,Sedan,Petrol,Manual,1553328,154326.66,51008.97,47067,20232,1785498.64,1444609.61,340889.03,19.09
INV1077,2025-11-29,Madhya Pradesh,Jabalpur,Isha Yogi,Individual,Maruti Suzuki,Baleno,Hatchback,CNG,Automatic,946945,89586.84,37690.47,13180,42792,1044610.3,882419.02,162191.28,15.53
INV1078,2024-11-13,Maharashtra,Nagpur,Balvan Walia,Corporate,Mahindra,XUV700,SUV,Diesel,Automatic,2354444,196271.99,69468.89,6096,51443,2574837.88,2095236.44,479601.43,18.63
INV1079,2024-04-18,Maharashtra,Nagpur,Arya Kari,Government,Maruti Suzuki,Baleno,Hatchback,Petrol,Automatic,799040,82400.14,21314.65,5933,35497,873190.79,696361.29,176829.5,20.25
INV1080,2025-01-30,Delhi,New Delhi,Shivani Soman,Individual,MG,Hector,SUV,Diesel,Manual,2263131,228290.05,86511.06,33807,36625,2575114.11,1994777.13,580336.99,22.54
INV1081,2024-08-10,Karnataka,Bangalore,Banjeet Sarkar,Corporate,Maruti Suzuki,Swift,Hatchback,Electric,Automatic,859310,96652.22,26170.23,14609,13639,983102.45,760551.76,222550.69,22.64
INV1082,2024-08-13,Maharashtra,Nagpur,Mugdha Ravel,Individual,MG,Hector,SUV,CNG,Manual,1973253,213852.47,71777.73,41608,60225,2240266.2,1740297.46,499968.74,22.32
INV1083,2025-10-30,Madhya Pradesh,Bhopal,Logan Shenoy,Corporate,Hyundai,Creta,SUV,Petrol,Automatic,1217243,139992.92,42466.59,6488,65725,1340465.51,1097216.72,243248.79,18.15
INV1084,2025-02-09,Delhi,New Delhi,Gaurav Iyer,Government,Kia,Seltos,SUV,Electric,Manual,1220131,131202.79,31535.51,9067,33872,1358064.3,1130494.1,227570.2,16.76
INV1085,2025-04-29,Madhya Pradesh,Bhopal,Zarna Narasimhan,Individual,Honda,City,Sedan,Petrol,Automatic,1600397,182300.07,43615.86,48560,69634,1805238.93,1479642.48,325596.45,18.04
INV1086,2025-07-11,Madhya Pradesh,Jabalpur,Yatin Parsa,Individual,Maruti Suzuki,Baleno,Hatchback,Electric,Automatic,976870,98122.85,29704.77,22429,34929,1092197.62,893523.04,198674.58,18.19
INV1087,2025-06-07,Madhya Pradesh,Jabalpur,Logan Biswas,Individual,Mahindra,Scorpio-N,SUV,Electric,Automatic,1598732,138679.14,48596.09,7113,47525,1745595.24,1407034.6,338560.63,19.4
INV1088,2025-07-22,Madhya Pradesh,Bhopal,Watika Dar,Government,MG,Hector,SUV,Petrol,Manual,2076084,235911.21,52008.92,16925,63589,2317340.14,1936180.48,381159.66,16.45
INV1089,2025-01-27,Maharashtra,Mumbai,Radha Brar,Government,Tata,Punch,Hatchback,Diesel,Manual,916575,93081.7,24552.68,38072,25946,1046335.38,852575.32,193760.05,18.52
INV1090,2024-11-04,Karnataka,Bangalore,Urvi Agrawal,Individual,Hyundai,Creta,SUV,Electric,Automatic,1290032,143591.15,51039.87,45316,55495,1474484.02,1128562.14,345921.88,23.46
INV1091,2026-01-27,Madhya Pradesh,Indore,Eesha Dalal,Government,Mahindra,XUV700,SUV,Electric,Automatic,2283754,214853.8,62648.07,7329,51623,2516961.87,2114931.57,402030.29,15.97
INV1092,2025-08-21,Madhya Pradesh,Indore,Sara Pillay,Corporate,Kia,Seltos,SUV,Petrol,Manual,1622010,166920.3,55935.92,14504,44041,1815329.22,1508105.6,307223.62,16.92
INV1093,2024-04-29,Delhi,New Delhi,Upkaar Das,Individual,MG,Hector,SUV,Electric,Automatic,2025874,194754.54,78604.6,25937,47261,2277909.14,1855695.18,422213.97,18.54
INV1094,2024-09-18,Madhya Pradesh,Jabalpur,Raagini Buch,Corporate,Mahindra,XUV700,SUV,Petrol,Manual,2568486,307863.33,98049.64,22209,20033,2976574.97,2311866.73,664708.24,22.33
INV1095,2025-02-14,Karnataka,Mysore,Gayathri Oommen,Government,Tata,Punch,Hatchback,Electric,Manual,684458,66232.78,24344.96,45855,35344,785546.74,639832.34,145714.4,18.55
INV1096,2025-05-21,Madhya Pradesh,Bhopal,Nimrat Kashyap,Individual,Honda,City,Sedan,Electric,Manual,1128224,97416.73,42897.2,12102,10521,1270118.93,1011569.37,258549.57,20.36
INV1097,2025-10-01,Maharashtra,Pune,Yashasvi Memon,Corporate,Mahindra,Scorpio-N,SUV,Petrol,Manual,1662576,133518.16,45227.97,27453,64455,1804320.14,1557508.38,246811.76,13.68
INV1098,2024-09-20,Karnataka,Bangalore,Gunbir Pradhan,Government,Kia,Seltos,SUV,CNG,Manual,1409424,134266.91,53793.55,39438,34912,1602010.45,1269341.03,332669.43,20.77
INV1099,2024-12-04,Karnataka,Mysore,Suhani Srivastava,Individual,Toyota,Innova Crysta,MPV,Petrol,Manual,1816423,212312.69,53727.75,40812,41295,2081980.44,1600529.33,481451.1,23.12
INV1100,2025-05-12,Madhya Pradesh,Bhopal,Ayushman Boase,Government,Maruti Suzuki,Baleno,Hatchback,CNG,Manual,955164,92968.27,25684.23,41438,9551,1105703.49,873077.81,232625.68,21.04
INV1101,2024-06-12,Madhya Pradesh,Indore,Daksha Dewan,Government,Toyota,Innova Crysta,MPV,Diesel,Manual,2272684,182743.04,70249.09,48423,17113,2556986.13,2136254.32,420731.81,16.45
INV1102,2025-03-05,Maharashtra,Mumbai,Agastya Apte,Corporate,Honda,City,Sedan,Diesel,Automatic,1391007,156152.24,40825.81,45603,11611,1621977.06,1256775.75,365201.31,22.52
INV1103,2025-05-23,Maharashtra,Pune,Nimrat Iyengar,Corporate,Kia,Seltos,SUV,Electric,Automatic,1865359,149568.02,62637.03,18868,60678,2035754.05,1661413.58,374340.47,18.39
INV1104,2024-08-02,Delhi,New Delhi,Vidhi Seshadri,Individual,MG,Hector,SUV,Petrol,Automatic,2227571,266956.53,58357.43,23907,57646,2519145.96,1969503.79,549642.17,21.82
INV1105,2025-10-04,Karnataka,Bangalore,Ojas Dalal,Corporate,Kia,Seltos,SUV,Diesel,Manual,1632404,131792.08,50871.51,49686,36732,1828021.59,1426943.81,401077.78,21.94
INV1106,2025-05-09,Delhi,New Delhi,Vasana Dave,Individual,MG,Hector,SUV,Electric,Manual,1564845,146486.45,40187.04,32482,69756,1714244.49,1434304.48,279940.01,16.33
INV1107,2024-09-04,Karnataka,Mysore,Varenya Barman,Government,MG,Hector,SUV,Petrol,Automatic,1533568,150981.27,54719.31,30540,58077,1711731.58,1359811.3,351920.29,20.56
INV1108,2025-07-06,Karnataka,Bangalore,Zarna Ghosh,Individual,Maruti Suzuki,Swift,Hatchback,Petrol,Manual,864250,98605.55,32987.93,40492,43347,992988.48,767762.95,225225.53,22.68
INV1109,2024-12-01,Delhi,New Delhi,Dhriti Mistry,Government,Tata,Nexon,SUV,Diesel,Automatic,1533553,169540.84,57434.91,16333,56310,1720551.75,1338571.99,381979.76,22.2
INV1110,2024-08-25,Maharashtra,Nagpur,Balendra Bhattacharyya,Government,Toyota,Innova Crysta,MPV,Electric,Automatic,2301265,263577.06,76673.69,12761,9859,2644417.74,2159610.56,484807.18,18.33
INV1111,2025-07-17,Madhya Pradesh,Jabalpur,Liam Kaur,Corporate,Honda,City,Sedan,Diesel,Automatic,1553113,140828.82,46440.35,24223,31824,1732781.17,1338929.92,393851.24,22.73
INV1112,2025-09-03,Delhi,New Delhi,Yuvraj Kala,Government,MG,Hector,SUV,Petrol,Automatic,2076059,225032.29,72244.91,20853,37810,2356379.2,1880726.95,475652.25,20.19
INV1113,2025-04-29,Karnataka,Bangalore,Daksha Varkey,Corporate,MG,Hector,SUV,Petrol,Manual,1511593,166080.17,44073.57,40548,65964,1696330.74,1374327.1,322003.64,18.98
INV1114,2025-09-23,Karnataka,Mysore,Frederick Sant,Government,Tata,Punch,Hatchback,Petrol,Automatic,983509,97772.48,25455.69,33845,5795,1134787.18,873173.02,261614.16,23.05
INV1115,2024-04-28,Delhi,New Delhi,Arjun Choudhry,Individual,Maruti Suzuki,Swift,Hatchback,Electric,Manual,660764,68773.71,23337.64,32109,33034,751950.35,591891.66,160058.7,21.29
INV1116,2024-11-05,Madhya Pradesh,Bhopal,Yatin Chaudry,Corporate,Hyundai,i20,Hatchback,CNG,Manual,972145,78426.01,31170.61,28286,26559,1083468.62,886228.55,197240.07,18.2
INV1117,2024-10-21,Maharashtra,Pune,Ishita Varghese,Individual,Toyota,Innova Crysta,MPV,Diesel,Automatic,2042289,207048.06,69670.15,46103,64224,2300886.21,1795732.09,505154.12,21.95
INV1118,2026-01-22,Maharashtra,Nagpur,Triveni Mitra,Government,Kia,Seltos,SUV,Electric,Automatic,1718223,177271.0,48019.24,23817,56393,1910937.24,1576757.87,334179.36,17.49
INV1119,2025-08-25,Madhya Pradesh,Jabalpur,Rohan Choudhury,Corporate,Toyota,Innova Crysta,MPV,CNG,Automatic,2547519,295555.71,82334.06,20821,17519,2928710.76,2368939.45,559771.32,19.11
INV1120,2024-11-18,Madhya Pradesh,Bhopal,Janaki Hayre,Government,Tata,Nexon,SUV,Diesel,Manual,1457576,153261.19,56950.67,5487,45184,1628090.86,1341945.09,286145.76,17.58
INV1121,2025-11-05,Maharashtra,Pune,Victor Sachar,Government,MG,Hector,SUV,Diesel,Manual,1734313,181623.88,53445.14,21795,54643,1936534.02,1588003.18,348530.83,18.0
INV1122,2025-11-24,Delhi,New Delhi,Netra Borde,Individual,Maruti Suzuki,Baleno,Hatchback,Petrol,Manual,961621,107716.15,31177.76,35193,67698,1068009.92,830067.58,237942.34,22.28
INV1123,2026-01-30,Maharashtra,Nagpur,Naveen Bala,Government,Kia,Seltos,SUV,CNG,Manual,1844660,215318.53,69327.34,16058,51787,2093576.87,1642998.78,450578.09,21.52
INV1124,2025-12-17,Karnataka,Mysore,Varenya Hayer,Corporate,Mahindra,Scorpio-N,SUV,Diesel,Automatic,1911580,219559.09,57281.7,27868,46978,2169310.79,1722925.2,446385.59,20.58
INV1125,2025-04-06,Karnataka,Mysore,Eta Raj,Government,Hyundai,i20,Hatchback,Diesel,Manual,884379,92290.62,33343.13,18865,33486,995391.75,824472.33,170919.42,17.17
INV1126,2024-06-05,Maharashtra,Nagpur,Inaya Nagy,Government,Honda,City,Sedan,CNG,Manual,1367558,116679.73,38057.67,11553,26889,1506959.4,1219788.42,287170.98,19.06
INV1127,2025-07-01,Maharashtra,Pune,Kiaan Dugar,Government,Hyundai,i20,Hatchback,CNG,Manual,803739,89130.6,30316.86,38005,13488,947703.47,752096.0,195607.47,20.64
INV1128,2024-08-10,Madhya Pradesh,Jabalpur,Diya Thaker,Government,Mahindra,XUV700,SUV,Electric,Automatic,1957676,214274.21,72742.28,15531,17721,2242502.49,1754448.97,488053.52,21.76
INV1129,2025-03-21,Delhi,New Delhi,Saksham Din,Government,Tata,Punch,Hatchback,Petrol,Automatic,813315,95528.05,24022.04,17932,20772,930025.08,763009.4,167015.68,17.96
INV1130,2024-10-21,Madhya Pradesh,Jabalpur,Nandini Prakash,Individual,Honda,City,Sedan,Petrol,Manual,1180718,125043.11,40635.11,24646,16605,1354437.21,1041411.76,313025.45,23.11
INV1131,2026-01-14,Madhya Pradesh,Indore,Gunbir Balakrishnan,Government,Tata,Nexon,SUV,Petrol,Manual,1136868,128831.56,41632.14,33353,69542,1271142.7,1005414.02,265728.68,20.9
INV1132,2025-10-04,Karnataka,Bangalore,Tamanna Kuruvilla,Government,Maruti Suzuki,Baleno,Hatchback,Diesel,Automatic,817046,79940.8,27885.16,40701,48626,916946.97,757918.36,159028.61,17.34
INV1133,2024-04-28,Karnataka,Mysore,Chandani Talwar,Individual,Mahindra,XUV700,SUV,CNG,Manual,2452304,279662.21,80416.33,25427,48253,2789556.54,2186938.13,602618.41,21.6
INV1134,2025-08-17,Madhya Pradesh,Bhopal,Lucky Rege,Individual,Honda,City,Sedan,Diesel,Automatic,1699837,194146.87,52502.16,34026,45126,1935386.03,1493752.92,441633.11,22.82
